name,version,publisher,install_location,uninstall_string,source
7-Zip 24.08 (x64),24.08,Igor Pavlov,C:\Program Files\7-Zip\,"""C:\Program Files\7-Zip\Uninstall.exe"" /S",registry
Android Studio,2025.1,Google LLC,,C:\Program Files\Android\Android Studio\uninstall.exe,registry
Application Verifier x64 External Package (DesktopEditions),10.1.22621.5040,Microsoft,,MsiExec.exe /I{ACB8119F-54A6-C93C-CA2F-3A1476EE8869},registry
Application Verifier x64 External Package (DesktopEditions),10.1.26100.7175,Microsoft,,MsiExec.exe /I{C0B0A1D9-9045-54FE-86F6-1B0F836E665E},registry
Application Verifier x64 External Package (OnecoreUAP),10.1.22621.5040,Microsoft,,MsiExec.exe /I{C53ECC06-72B1-FEBF-D241-038A4BC83E57},registry
Application Verifier x64 External Package (OnecoreUAP),10.1.26100.7175,Microsoft,,MsiExec.exe /I{674C8368-9677-55A8-FAD9-A86A3073E60D},registry
BCUninstaller 5.9.0.0,5.9.0.0,Marcin Szeniak,C:\Program Files\BCUninstaller\,"""C:\Program Files\BCUninstaller\unins000.exe"" /SILENT",registry
Blender,4.4.3,Blender Foundation,C:\Program Files\Blender Foundation\Blender 4.4\,MsiExec.exe /X{18B187C8-0D7C-4A4F-AA2B-67B10442BC1E},registry
Brave,149.1.91.175,Brave Software Inc,C:\Program Files\BraveSoftware\Brave-Browser\Application,"""C:\Program Files\BraveSoftware\Brave-Browser\Application\149.1.91.175\Installer\setup.exe"" --uninstall --system-level",registry
Browser for SQL Server 2025,17.0.1000.7,Microsoft Corporation,,MsiExec.exe /X{DD36BE85-7BAC-4FEA-876E-060BD7936895},registry
Cheat Engine 7.5,,Cheat Engine,C:\Program Files\Cheat Engine 7.5\,"""C:\Program Files\Cheat Engine 7.5\unins000.exe"" /SILENT",registry
Cisco Packet Tracer 8.2.2 64Bit,8.2.2.400,"Cisco Systems, Inc.",C:\Program Files\Cisco Packet Tracer 8.2.2\,"""C:\Program Files\Cisco Packet Tracer 8.2.2\unins000.exe"" /SILENT",registry
ClickOnce Bootstrapper Package for Microsoft .NET Framework,4.8.09256,Microsoft Corporation,,MsiExec.exe /X{BDF8C840-5B9A-4D9B-9BCA-CE4163973563},registry
CMake,4.0.3,Kitware,C:\Program Files\CMake\,MsiExec.exe /X{9E6907CB-0F65-4666-BD5A-75012DE9B26D},registry
Copilot,149.0.4022.66,Microsoft Corporation,C:\Program Files (x86)\Microsoft\Copilot\Application,"""C:\Program Files (x86)\Microsoft\Copilot\Application\149.0.4022.66\Installer\copilot_setup.exe"" --uninstall --mscopilot --channel=stable --system-level --verbose-logging",registry
DB Browser for SQLite,3.13.1,DB Browser for SQLite Team,C:\Program Files\DB Browser for SQLite\,MsiExec.exe /I{541AE182-7C1D-426C-8155-4867303B75A4},registry
DiagnosticsHub_CollectionService,18.0.36317,Microsoft Corporation,,MsiExec.exe /I{5B46695A-06E3-47AD-BD0B-7C0A7192FF79},registry
Docker Desktop,4.54.0,Docker Inc.,C:\Program Files\Docker\Docker,"""C:\Program Files\Docker\Docker\Docker Desktop Installer.exe"" ""uninstall""",registry
Entity Framework 6.5.0 Tools for Visual Studio 2022,6.5.0.0,Microsoft Corporation,,MsiExec.exe /X{24B966F3-162C-429F-A075-9B11D89AE721},registry
Epic Games Launcher,1.3.82.0,"Epic Games, Inc.",C:\Program Files (x86)\Epic Games\,MsiExec.exe /X{5D289F38-829E-4ED1-B34E-FF4A50917570},registry
Epic Online Services,4.3.1,"Epic Games, Inc.",,MsiExec.exe /X{6300A8E0-851B-4638-ADBB-1385DCF1248D},registry
ExpressVPN,10.29.0.16,ExpressVPN,,MsiExec.exe /X{E5B9C3E5-889C-4F22-A959-F4B8779D7841},registry
GDR 1050 for SQL Server 2025 (KB5073177) (64-bit),17.0.1050.2,Microsoft Corporation,,"""C:\Program Files\Microsoft SQL Server\170\Setup Bootstrap\Update Cache\KB5073177\GDR\setup.exe"" /Action=RemovePatch /AllInstances",registry
GDR 1105 for SQL Server 2025 (KB5077468) (64-bit),17.0.1105.2,Microsoft Corporation,,"""C:\Program Files\Microsoft SQL Server\170\Setup Bootstrap\Update Cache\KB5077468\GDR\setup.exe"" /Action=RemovePatch /AllInstances",registry
GDR 1110 for SQL Server 2025 (KB5084814) (64-bit),17.0.1110.1,Microsoft Corporation,,"""C:\Program Files\Microsoft SQL Server\170\Setup Bootstrap\Update Cache\KB5084814\GDR\setup.exe"" /Action=RemovePatch /AllInstances",registry
GDR 1115 for SQL Server 2025 (KB5091223) (64-bit),17.0.1115.1,Microsoft Corporation,,"""C:\Program Files\Microsoft SQL Server\170\Setup Bootstrap\Update Cache\KB5091223\GDR\setup.exe"" /Action=RemovePatch /AllInstances",registry
GDR 1121 for SQL Server 2022 (KB5040936) (64-bit),16.0.1121.4,Microsoft Corporation,,"""C:\Program Files\Microsoft SQL Server\160\Setup Bootstrap\Update Cache\KB5040936\GDR\setup.exe"" /Action=RemovePatch /AllInstances",registry
GDR 1125 for SQL Server 2022 (KB5042211) (64-bit),16.0.1125.1,Microsoft Corporation,,"""C:\Program Files\Microsoft SQL Server\160\Setup Bootstrap\Update Cache\KB5042211\GDR\setup.exe"" /Action=RemovePatch /AllInstances",registry
GDR 1130 for SQL Server 2022 (KB5046057) (64-bit),16.0.1130.5,Microsoft Corporation,,"""C:\Program Files\Microsoft SQL Server\160\Setup Bootstrap\Update Cache\KB5046057\GDR\setup.exe"" /Action=RemovePatch /AllInstances",registry
GDR 1135 for SQL Server 2022 (KB5046861) (64-bit),16.0.1135.2,Microsoft Corporation,,"""C:\Program Files\Microsoft SQL Server\160\Setup Bootstrap\Update Cache\KB5046861\GDR\setup.exe"" /Action=RemovePatch /AllInstances",registry
GDR 1140 for SQL Server 2022 (KB5058712) (64-bit),16.0.1140.6,Microsoft Corporation,,"""C:\Program Files\Microsoft SQL Server\160\Setup Bootstrap\Update Cache\KB5058712\GDR\setup.exe"" /Action=RemovePatch /AllInstances",registry
GDR 1145 for SQL Server 2022 (KB5063756) (64-bit),16.0.1145.1,Microsoft Corporation,,"""C:\Program Files\Microsoft SQL Server\160\Setup Bootstrap\Update Cache\KB5063756\GDR\setup.exe"" /Action=RemovePatch /AllInstances",registry
GDR 1150 for SQL Server 2022 (KB5065221) (64-bit),16.0.1150.1,Microsoft Corporation,,"""C:\Program Files\Microsoft SQL Server\160\Setup Bootstrap\Update Cache\KB5065221\GDR\setup.exe"" /Action=RemovePatch /AllInstances",registry
GDR 1160 for SQL Server 2022 (KB5068407) (64-bit),16.0.1160.1,Microsoft Corporation,,"""C:\Program Files\Microsoft SQL Server\160\Setup Bootstrap\Update Cache\KB5068407\GDR\setup.exe"" /Action=RemovePatch /AllInstances",registry
GDR 1165 for SQL Server 2022 (KB5073031) (64-bit),16.0.1165.1,Microsoft Corporation,,"""C:\Program Files\Microsoft SQL Server\160\Setup Bootstrap\Update Cache\KB5073031\GDR\setup.exe"" /Action=RemovePatch /AllInstances",registry
GDR 1170 for SQL Server 2022 (KB5077465) (64-bit),16.0.1170.5,Microsoft Corporation,,"""C:\Program Files\Microsoft SQL Server\160\Setup Bootstrap\Update Cache\KB5077465\GDR\setup.exe"" /Action=RemovePatch /AllInstances",registry
GDR 1175 for SQL Server 2022 (KB5084815) (64-bit),16.0.1175.1,Microsoft Corporation,,"""C:\Program Files\Microsoft SQL Server\160\Setup Bootstrap\Update Cache\KB5084815\GDR\setup.exe"" /Action=RemovePatch /AllInstances",registry
GDR 1180 for SQL Server 2022 (KB5091158) (64-bit),16.0.1180.1,Microsoft Corporation,,"""C:\Program Files\Microsoft SQL Server\160\Setup Bootstrap\Update Cache\KB5091158\GDR\setup.exe"" /Action=RemovePatch /AllInstances",registry
GeoGuessr Steam Edition,,GeoGuessr,C:\Program Files (x86)\Steam\steamapps\common\GeoGuessr Duels,"""C:\Program Files (x86)\Steam\steam.exe"" steam://uninstall/3478870",registry
Git,2.46.2,The Git Development Community,C:\Program Files\Git\,"""C:\Program Files\Git\unins000.exe"" /SILENT",registry
Google Chrome,149.0.7827.115,Google LLC,C:\Program Files\Google\Chrome\Application,"""C:\Program Files\Google\Chrome\Application\149.0.7827.115\Installer\setup.exe"" --uninstall --channel=stable --system-level --verbose-logging",registry
HP Connection Optimizer,2.0.20.0,HP Inc,C:\Program Files (x86)\HP Inc\HP Connection Optimizer,"""C:\Program Files (x86)\InstallShield Installation Information\{6468C4A5-E47E-405F-B675-A70A70983EA6}\setup.exe"" -runfromtemp -l0x041f -removeonly",registry
HP Documentation,1.0.0.1,HP Inc.,,"CMD /C ""C:\Program Files\HP\Documentation\Doc_Uninstall.cmd""",registry
HP One Agent,1.1.0.43452,HP Inc.,,"""C:\ProgramData\Package Cache\{a627b9e0-7cf0-4264-a532-0a44e949e6f5}\HPOneAgent.exe"" /uninstall /quiet",registry
HP One Agent,1.1.0.47916,HP Inc.,,"""C:\ProgramData\Package Cache\{b15d06b5-b210-4ce1-93a2-4ff6a0f041ef}\HPOneAgent.exe"" /uninstall /quiet",registry
HP One Agent,1.1.0.48566,HP Inc.,,"""C:\ProgramData\Package Cache\{E2FEEA09-F2FE-4CFB-A024-82B39F234429}\HPOneAgent.exe"" /burn.clean.room /uninstall /quiet",registry
HP One Agent,1.1.0.58460,HP Inc.,,"""C:\ProgramData\Package Cache\{28510657-A7F6-4942-AD21-C79028388777}\HPOneAgent.exe"" /burn.clean.room /uninstall /quiet",registry
HP One Agent,1.1.683.2629,HP Inc.,,"""C:\ProgramData\Package Cache\{31B16C04-055C-4681-8ED6-B7EDCDF600CE}\HPOneAgent.exe"" /burn.clean.room /uninstall /quiet",registry
HP One Agent,1.1.716.6012,HP Inc.,,"""C:\ProgramData\Package Cache\{99F462D8-2F12-4D5C-B2D3-563B9942D929}\HPOneAgent.exe"" /burn.clean.room /uninstall /quiet",registry
HP One Agent,1.1.789.5870,HP Inc.,,"""C:\ProgramData\Package Cache\{8C28E089-8D7A-4870-AB19-D9E6AC57E985}\HPOneAgent.exe"" /burn.clean.room /uninstall /quiet",registry
HP One Agent,1.1.901.7762,HP Inc.,,"""C:\ProgramData\Package Cache\{20A9EF5E-995B-4CA0-B028-79FBDCD99773}\HPOneAgent.exe"" /burn.clean.room /uninstall /quiet",registry
HP One Agent,1.1.973.9172,HP Inc.,,"""C:\ProgramData\Package Cache\{7CF09040-C14A-4FAA-B61A-1A7F2BDE3719}\HPOneAgent.exe"" /burn.clean.room /uninstall /quiet",registry
HP One Agent,1.2.007.1708,HP Inc.,,"""C:\ProgramData\Package Cache\{D3913CAA-0A30-494D-AE06-F79A68997FAB}\HPOneAgent.exe"" /burn.clean.room /uninstall /quiet",registry
HP One Agent,1.2.055.3578,HP Inc.,,"""C:\ProgramData\Package Cache\{DD84A52B-8D5B-484F-82D4-5AEA657B6A21}\HPOneAgent.exe"" /burn.clean.room /uninstall /quiet",registry
HP One Agent,1.3.214.7339,HP Inc.,C:\Program Files\HP\HP One Agent\,"""C:\ProgramData\Package Cache\{54E95B92-D59B-4461-9FD4-863FE612A796}\HPOneAgent.exe"" /burn.clean.room /uninstall /quiet",registry
HP PC Hardware Diagnostics UEFI,10.6.0.0,HP,C:\Windows\HP\,,registry
HP Software Framework,7.1.15.1,HP,C:\Program Files (x86)\HP\HP Software Framework\,MsiExec.exe /X{71E18A14-1BDB-4B58-A67F-1BCDA12462FD},registry
icecap_collection_neutral,17.14.36015,Microsoft Corporation,,MsiExec.exe /I{BCC96BA3-E53C-452D-9265-16C7B0D86F89},registry
icecap_collection_x64,17.14.36015,Microsoft Corporation,,MsiExec.exe /I{6DE9FE72-8A86-45DE-A689-049D43CBBF0B},registry
icecap_collectionresources,17.14.36015,Microsoft Corporation,,MsiExec.exe /I{3580AF88-6703-4677-8B03-FDB2610D6DD1},registry
icecap_collectionresourcesx64,17.14.36015,Microsoft Corporation,,MsiExec.exe /I{F0EBE22B-83B1-4B73-A339-3AADD3A0D182},registry
IntelliJ IDEA Community Edition 2023.1.4,231.9225.16,JetBrains s.r.o.,C:\Program Files\JetBrains\IntelliJ IDEA Community Edition 2023.1.4,C:\Program Files\JetBrains\IntelliJ IDEA Community Edition 2023.1.4\bin\Uninstall.exe,registry
IntelliTraceProfilerProxy,15.0.21225.01,Microsoft Corporation,,MsiExec.exe /I{F8B9E8C8-61E8-4E9E-879D-F3F498AD0230},registry
Java(TM) SE Development Kit 20.0.2 (64-bit),20.0.2.0,Oracle Corporation,C:\Program Files\Java\jdk-20\,MsiExec.exe /X{D2D0311F-1C55-57CC-95CC-F973FA7660D4},registry
Kits Configuration Installer,10.1.22621.5040,Microsoft,,MsiExec.exe /I{339AB223-E0F8-60D5-1595-15431519EB74},registry
Kurumlar için Microsoft 365 Uygulamaları - tr-tr,16.0.20026.20168,Microsoft Corporation,C:\Program Files\Microsoft Office,"""C:\Program Files\Common Files\Microsoft Shared\ClickToRun\OfficeClickToRun.exe"" scenario=install scenariosubtype=ARP sourcetype=None productstoremove=O365ProPlusRetail.16_tr-tr_x-none culture=tr-tr version.16=16.0",registry
Language Pack 3.5,3.5,EnterpriseDB,C:\edb\languagepack\v3,"""C:\edb\languagepack\v3\uninstall-edb-languagepack.exe""",registry
Launcher Prerequisites (x64),1.0.0.0,"Epic Games, Inc.",,"""C:\ProgramData\Package Cache\{43a03b9c-4770-409c-a999-587b60700b63}\LauncherPrereqSetup_x64.exe"" /uninstall /quiet",registry
McAfee,1.39.160.1,"McAfee, LLC",,"""C:\Program Files\McAfee\wps\1.39.160.1\mc-update.exe"" /uninstall",registry
McAfee WebAdvisor,4.1.1.1124,"McAfee, LLC",C:\Program Files\McAfee\WebAdvisor,C:\Program Files\McAfee\WebAdvisor\Uninstaller.exe,registry
Microsoft .NET 8.0 Templates 8.0.416 (x64),32.13.62978,Microsoft Corporation,,MsiExec.exe /I{2564BE43-9239-40E0-A938-11A773628263},registry
Microsoft .NET 9.0 Templates 9.0.102 (x64),36.8.53199,Microsoft Corporation,,MsiExec.exe /I{D495A8C6-191D-4CE2-91B3-05AC7A46052F},registry
Microsoft .NET 9.0 Templates 9.0.104 (x64),36.9.54274,Microsoft Corporation,,MsiExec.exe /I{045C09E2-8823-44E3-B5F2-3CFCB76C62AE},registry
Microsoft .NET 9.0 Templates 9.0.108 (x64),36.9.58283,Microsoft Corporation,,MsiExec.exe /I{2A5F91D5-C797-4CBE-91F7-298A4423C15B},registry
Microsoft .NET 9.0 Templates 9.0.110 (x64),36.11.52287,Microsoft Corporation,,MsiExec.exe /I{DCD94484-1061-4E9E-BFEE-57CEFC031F53},registry
Microsoft .NET 9.0 Templates 9.0.112 (x64),36.11.62288,Microsoft Corporation,,MsiExec.exe /I{5BA404CF-CD06-455F-9AF6-3258711EEDB2},registry
Microsoft .NET 9.0 Templates 9.0.113 (x64),36.11.5643,Microsoft Corporation,,MsiExec.exe /I{86E43FA2-7E62-4565-BEE9-0550225A27F1},registry
Microsoft .NET 9.0 Templates 9.0.114 (x64),36.11.51548,Microsoft Corporation,,MsiExec.exe /I{D475A6B0-6AAC-42F5-8F94-B9CE717FE7B2},registry
Microsoft .NET 9.0 Templates 9.0.115 (x64),36.11.56643,Microsoft Corporation,,MsiExec.exe /I{E9377848-DD27-43A0-879F-5BEBC5586D39},registry
Microsoft .NET 9.0 Templates 9.0.116 (x64),36.11.62244,Microsoft Corporation,,MsiExec.exe /I{CD24CA25-1228-451F-8F32-CEAB05F2EE4F},registry
Microsoft .NET 9.0 Templates 9.0.117 (x64),36.15.2114,Microsoft Corporation,,MsiExec.exe /I{F509A135-B5D6-4799-902F-5834E9791D35},registry
Microsoft .NET 9.0 Templates 9.0.118 (x64),36.15.22401,Microsoft Corporation,,MsiExec.exe /I{35779ABB-8642-41DD-BE62-25DEB4A0192A},registry
Microsoft .NET 9.0 Templates 9.0.308 (x64),36.10.50002,Microsoft Corporation,,MsiExec.exe /I{5086B1F6-9BCF-4FA5-AE1D-A41C77156F0A},registry
Microsoft .NET AppHost Pack - 8.0.22 (x64),64.88.42551,Microsoft Corporation,,MsiExec.exe /X{E8F8575D-45CF-4FEA-A117-75B94AE853E0},registry
Microsoft .NET AppHost Pack - 8.0.22 (x64_arm64),64.88.42551,Microsoft Corporation,,MsiExec.exe /X{FFC716C3-545B-4D70-BF6C-3D0728470438},registry
Microsoft .NET AppHost Pack - 8.0.22 (x64_x86),64.88.42551,Microsoft Corporation,,MsiExec.exe /X{2A4FD089-B7E6-42F7-B11F-9F5EC7B2AD54},registry
Microsoft .NET AppHost Pack - 9.0.1 (x64),72.4.26282,Microsoft Corporation,,MsiExec.exe /X{051ACC3C-E8A1-4409-BFFE-56460E2EDA06},registry
Microsoft .NET AppHost Pack - 9.0.1 (x64_arm64),72.4.26282,Microsoft Corporation,,MsiExec.exe /X{8C97B5D8-824D-41C1-8F1D-B70B1708D3DB},registry
Microsoft .NET AppHost Pack - 9.0.1 (x64_x86),72.4.26282,Microsoft Corporation,,MsiExec.exe /X{ABB11EA1-8B33-4442-BF21-1CBFC3607489},registry
Microsoft .NET AppHost Pack - 9.0.11 (x64),72.44.42384,Microsoft Corporation,,MsiExec.exe /X{CCFEB77C-CD41-4A48-B2F3-72D52A595780},registry
Microsoft .NET AppHost Pack - 9.0.11 (x64_arm64),72.44.42384,Microsoft Corporation,,MsiExec.exe /X{B581407C-77BD-4CF6-9EEA-C23275A16991},registry
Microsoft .NET AppHost Pack - 9.0.11 (x64_x86),72.44.42384,Microsoft Corporation,,MsiExec.exe /X{0755E842-6114-46EE-969E-025B04941676},registry
Microsoft .NET AppHost Pack - 9.0.12 (x64),72.48.45417,Microsoft Corporation,,MsiExec.exe /X{5512A127-4779-44D4-B097-F37C48E82940},registry
Microsoft .NET AppHost Pack - 9.0.12 (x64_arm64),72.48.45417,Microsoft Corporation,,MsiExec.exe /X{39E53D64-4534-4864-91E5-3D8597A9A7D3},registry
Microsoft .NET AppHost Pack - 9.0.12 (x64_x86),72.48.45417,Microsoft Corporation,,MsiExec.exe /X{B218AD83-45D7-44A9-85A2-A27D404434A9},registry
Microsoft .NET AppHost Pack - 9.0.13 (x64),72.52.47121,Microsoft Corporation,,MsiExec.exe /X{41E6284C-70C2-4D99-A0AE-D7D19567181B},registry
Microsoft .NET AppHost Pack - 9.0.13 (x64_arm64),72.52.47121,Microsoft Corporation,,MsiExec.exe /X{ADD8CE4E-D1CC-4021-AEF3-C3270F020CC8},registry
Microsoft .NET AppHost Pack - 9.0.13 (x64_x86),72.52.47121,Microsoft Corporation,,MsiExec.exe /X{787E7F6B-9E52-43B0-9FED-AD9F820D7739},registry
Microsoft .NET AppHost Pack - 9.0.14 (x64),72.56.48826,Microsoft Corporation,,MsiExec.exe /X{7755F4D3-1735-4CD7-B1B8-293F1822CD96},registry
Microsoft .NET AppHost Pack - 9.0.14 (x64_arm64),72.56.48826,Microsoft Corporation,,MsiExec.exe /X{DD425E5F-3B08-4EFB-B0E7-999FE0A11545},registry
Microsoft .NET AppHost Pack - 9.0.14 (x64_x86),72.56.48826,Microsoft Corporation,,MsiExec.exe /X{A8EBAB5C-7A03-4C95-BCDC-979E5D1C8D68},registry
Microsoft .NET AppHost Pack - 9.0.15 (x64),72.60.50518,Microsoft Corporation,,MsiExec.exe /X{070D0BAB-49DE-4562-B040-FFACE14B7D32},registry
Microsoft .NET AppHost Pack - 9.0.15 (x64_arm64),72.60.50518,Microsoft Corporation,,MsiExec.exe /X{C9DA4405-13BA-4A60-80AF-2B7FCFAA9453},registry
Microsoft .NET AppHost Pack - 9.0.15 (x64_x86),72.60.50518,Microsoft Corporation,,MsiExec.exe /X{A4C4C263-AA54-4279-A200-633522723257},registry
Microsoft .NET AppHost Pack - 9.0.16 (x64),72.64.52183,Microsoft Corporation,,MsiExec.exe /X{AF140745-3CCB-48C2-B436-F90C52BCCA3D},registry
Microsoft .NET AppHost Pack - 9.0.16 (x64_arm64),72.64.52183,Microsoft Corporation,,MsiExec.exe /X{892D91CA-2AF9-498C-95FE-986C443280BB},registry
Microsoft .NET AppHost Pack - 9.0.16 (x64_x86),72.64.52183,Microsoft Corporation,,MsiExec.exe /X{B1570298-B0F3-4B22-9221-B3374496D315},registry
Microsoft .NET AppHost Pack - 9.0.17 (x64),72.68.53536,Microsoft Corporation,,MsiExec.exe /X{5949F89F-8608-492F-BE7D-F2EAE70078D0},registry
Microsoft .NET AppHost Pack - 9.0.17 (x64_arm64),72.68.53536,Microsoft Corporation,,MsiExec.exe /X{AE9DAABB-BF85-4C89-8687-2B484E86DB84},registry
Microsoft .NET AppHost Pack - 9.0.17 (x64_x86),72.68.53536,Microsoft Corporation,,MsiExec.exe /X{825B853C-9641-4984-9539-51D8DFD4D600},registry
Microsoft .NET AppHost Pack - 9.0.3 (x64),72.12.29501,Microsoft Corporation,,MsiExec.exe /X{9C4FB739-BFFA-4E0F-B07B-62140986CD13},registry
Microsoft .NET AppHost Pack - 9.0.3 (x64_arm64),72.12.29501,Microsoft Corporation,,MsiExec.exe /X{0BE353FE-7AE5-4F45-B4F9-85940FC0B29B},registry
Microsoft .NET AppHost Pack - 9.0.3 (x64_x86),72.12.29501,Microsoft Corporation,,MsiExec.exe /X{BCE8A91A-C009-4F93-8204-032AFEC2B826},registry
Microsoft .NET AppHost Pack - 9.0.7 (x64),72.28.35968,Microsoft Corporation,,MsiExec.exe /X{744C0465-0D06-4DB7-A8AE-15117E6B01D0},registry
Microsoft .NET AppHost Pack - 9.0.7 (x64_arm64),72.28.35968,Microsoft Corporation,,MsiExec.exe /X{AA28C97E-5F3E-4BF7-B15D-E1F51A91C1F9},registry
Microsoft .NET AppHost Pack - 9.0.7 (x64_x86),72.28.35968,Microsoft Corporation,,MsiExec.exe /X{DB481562-071D-456C-939B-25F75E36629E},registry
Microsoft .NET AppHost Pack - 9.0.9 (x64),72.36.39216,Microsoft Corporation,,MsiExec.exe /X{329EE302-F396-405F-A6B1-8C9DA047F823},registry
Microsoft .NET AppHost Pack - 9.0.9 (x64_arm64),72.36.39216,Microsoft Corporation,,MsiExec.exe /X{64F7DF8D-9FD7-4EAA-BF38-4B4988223A6C},registry
Microsoft .NET AppHost Pack - 9.0.9 (x64_x86),72.36.39216,Microsoft Corporation,,MsiExec.exe /X{4640BA27-FE1C-4238-9B0F-FD1C39F8A6D5},registry
Microsoft .NET Framework 4.7.2 Targeting Pack,4.7.03062,Microsoft Corporation,,MsiExec.exe /X{1784A8CD-F7FE-47E2-A87D-1F31E7242D0D},registry
Microsoft .NET Framework 4.7.2 Targeting Pack (Türkçe),4.7.03062,Microsoft Corporation,,MsiExec.exe /X{F8DA70AA-B0C2-4FD1-911B-68AFC084A08D},registry
Microsoft .NET Framework 4.8 SDK,4.8.03928,Microsoft Corporation,,MsiExec.exe /X{949C0535-171C-480F-9CF4-D25C9E60FE88},registry
Microsoft .NET Framework 4.8 SDK (Türkçe),4.8.03761,Microsoft Corporation,,MsiExec.exe /X{9B7716C3-74B8-4C29-A113-15E671591C50},registry
Microsoft .NET Framework 4.8 Targeting Pack,4.8.03761,Microsoft Corporation,,MsiExec.exe /X{BAAF5851-0759-422D-A1E9-90061B597188},registry
Microsoft .NET Framework 4.8 Targeting Pack (Türkçe),4.8.03761,Microsoft Corporation,,MsiExec.exe /X{F3B0CC77-ED10-4AD4-A436-CE60F5F10FA0},registry
Microsoft .NET Host - 6.0.36 (x64),48.144.23141,Microsoft Corporation,,MsiExec.exe /X{D6932D97-36F1-40B8-9CDC-CA8365B21000},registry
Microsoft .NET Host - 9.0.11 (x86),72.44.42384,Microsoft Corporation,,MsiExec.exe /X{500BE2F7-6E63-4B3B-9525-2BAD362526D0},registry
Microsoft .NET Host - 9.0.17 (x64),72.68.53536,Microsoft Corporation,,MsiExec.exe /X{8880D1FE-29A8-491A-9F71-F38EAD502A3F},registry
Microsoft .NET Host FX Resolver - 6.0.36 (x64),48.144.23141,Microsoft Corporation,,MsiExec.exe /X{A9E32B25-994B-4856-A12B-0EBED3050410},registry
Microsoft .NET Host FX Resolver - 9.0.1 (x64),72.4.26282,Microsoft Corporation,,MsiExec.exe /X{E73EA6EC-66AB-4756-9B4E-98AF5D711C69},registry
Microsoft .NET Host FX Resolver - 9.0.11 (x64),72.44.42384,Microsoft Corporation,,MsiExec.exe /X{EABD407D-A4D7-426F-BCEB-2BD0C34B63AA},registry
Microsoft .NET Host FX Resolver - 9.0.11 (x86),72.44.42384,Microsoft Corporation,,MsiExec.exe /X{C0814FA3-559C-4353-8B28-13C752E56FB7},registry
Microsoft .NET Host FX Resolver - 9.0.12 (x64),72.48.45417,Microsoft Corporation,,MsiExec.exe /X{C70906D7-4A73-42A3-A985-3BEFC2788D07},registry
Microsoft .NET Host FX Resolver - 9.0.13 (x64),72.52.47121,Microsoft Corporation,,MsiExec.exe /X{45D7F314-4193-43EA-A004-52C2F45953EB},registry
Microsoft .NET Host FX Resolver - 9.0.14 (x64),72.56.48826,Microsoft Corporation,,MsiExec.exe /X{A5622318-9DBD-4A19-808D-CDA0929CA1DF},registry
Microsoft .NET Host FX Resolver - 9.0.15 (x64),72.60.50518,Microsoft Corporation,,MsiExec.exe /X{04C98367-FC14-4376-8866-17AD112FB6B9},registry
Microsoft .NET Host FX Resolver - 9.0.16 (x64),72.64.52183,Microsoft Corporation,,MsiExec.exe /X{33CBD71A-9813-4440-92B8-B06C04852B34},registry
Microsoft .NET Host FX Resolver - 9.0.17 (x64),72.68.53536,Microsoft Corporation,,MsiExec.exe /X{38BEBAEF-02B0-4915-973F-1EFFE4239967},registry
Microsoft .NET Host FX Resolver - 9.0.3 (x64),72.12.29501,Microsoft Corporation,,MsiExec.exe /X{0FD489DC-A3E9-4F57-9770-812CD1059FA5},registry
Microsoft .NET Host FX Resolver - 9.0.7 (x64),72.28.35968,Microsoft Corporation,,MsiExec.exe /X{1E4FA106-E70C-42C1-8F95-1E9364563D50},registry
Microsoft .NET Host FX Resolver - 9.0.9 (x64),72.36.39216,Microsoft Corporation,,MsiExec.exe /X{76699793-91D6-4C61-8D4B-F3EC2DAEA97A},registry
Microsoft .NET Runtime - 6.0.36 (x64),48.144.23141,Microsoft Corporation,,MsiExec.exe /X{C912E33F-956A-4921-9F55-CC11AE8F09AF},registry
Microsoft .NET Runtime - 8.0.22 (x64),64.88.42551,Microsoft Corporation,,MsiExec.exe /X{C43A1A89-0CA5-43FD-BDC4-3B85DAD06A41},registry
Microsoft .NET Runtime - 8.0.22 (x86),64.88.42551,Microsoft Corporation,,MsiExec.exe /X{3BAD90A6-48B6-4C89-97FF-02FEB96227C1},registry
Microsoft .NET Runtime - 9.0.1 (x64),72.4.26282,Microsoft Corporation,,MsiExec.exe /X{ABE5ADF0-4D1C-4AB3-9526-9635B0357DD1},registry
Microsoft .NET Runtime - 9.0.11 (x64),72.44.42384,Microsoft Corporation,,MsiExec.exe /X{15A74731-6EA1-4EDD-9A78-2E1A0BCBE573},registry
Microsoft .NET Runtime - 9.0.11 (x86),72.44.42384,Microsoft Corporation,,MsiExec.exe /X{BC33C5BD-2A34-4592-B236-06DF5E77C29B},registry
Microsoft .NET Runtime - 9.0.12 (x64),72.48.45417,Microsoft Corporation,,MsiExec.exe /X{7498D287-D936-4786-AA56-67E81A7E7348},registry
Microsoft .NET Runtime - 9.0.13 (x64),72.52.47121,Microsoft Corporation,,MsiExec.exe /X{F4381ABE-B1E5-45F9-AEA5-4BF1235163C3},registry
Microsoft .NET Runtime - 9.0.14 (x64),72.56.48826,Microsoft Corporation,,MsiExec.exe /X{7D8CA9A1-03AD-4726-8FAD-91DE906279DE},registry
Microsoft .NET Runtime - 9.0.15 (x64),72.60.50518,Microsoft Corporation,,MsiExec.exe /X{97184660-56D3-4CCB-8919-34067AB40CD6},registry
